date,rad,tmin,tmax,rh,soilm,wdir,ws_avg,pp
04/26/2016,21.37,13.48,30.84,53.5,0.45,72.88,2.39,0
04/27/2016,18.51,15.58,29.53,58.69,0.45,89.31,2.35,0
04/28/2016,21.5,14.04,30.23,53.88,0.45,103.88,1.73,0
04/29/2016,20.46,13.19,30.46,45.25,0.45,145.31,0.93,0
04/30/2016,22.12,18.28,31.65,34.69,0.44,189.25,1.14,0
05/01/2016,22.05,14.5,32.34,40.56,0.43,108.44,2.09,0
05/02/2016,20.12,13.66,31.15,50.88,0.43,97.19,2.02,0
05/03/2016,20.61,14.48,31.76,54.25,0.42,106.88,1.43,0
05/04/2016,22.08,13.51,32.44,41.62,0.41,108.25,2.04,0
05/05/2016,21.62,13.62,30.82,50.62,0.4,89.56,2.79,0
05/06/2016,21.39,12.57,30.26,53,0.39,73.94,2.02,0
05/07/2016,21.57,12.01,30.88,47.88,0.38,61.81,2.2,0
05/08/2016,21.8,11.8,29.68,48.31,0.37,64.94,3.17,0
05/09/2016,21.46,11.42,28.83,52.69,0.36,77.38,2.83,0
05/10/2016,21.64,11.66,29.17,53.69,0.35,71.06,2.36,0
05/11/2016,21.64,12.01,30.51,50,0.34,71.75,2.08,0
05/12/2016,20.99,10.94,29.94,45.56,0.33,39.44,2.23,0
05/13/2016,20.37,11.14,30.5,44.44,0.32,78.44,2.13,0
05/14/2016,19.22,13.71,31.62,40.38,0.3,24.25,2.3,0
05/15/2016,19.64,14,31.4,42.44,0.3,115.31,1.02,0
05/16/2016,20.37,13.43,30.43,42,0.28,136.62,1.24,0
05/17/2016,20,13.46,30.77,44.88,0.27,96.81,1.83,0
05/18/2016,20.28,14.58,29.57,46.31,0.27,88.38,3.01,0
05/19/2016,20.26,11.2,29.26,45.5,0.27,84.94,2.33,0
05/20/2016,20.18,12.37,28.49,47.25,0.26,95.81,2.88,0
05/21/2016,20.24,11.97,26.61,48.5,0.26,94.38,3.53,0
05/22/2016,20.18,9.98,27.06,50.25,0.26,82.94,2.63,0
05/23/2016,19.78,10.14,27.56,50.5,0.25,76.62,1.92,0
05/24/2016,18.21,10.46,27.58,46.94,0.24,78.06,1.46,0
05/25/2016,18.12,12.28,27.87,46.62,0.24,113.62,1.34,0
05/26/2016,14.81,14.1,26.55,48.31,0.24,114,1.55,0
05/27/2016,17.95,12.42,25.76,54.62,0.24,120.75,2.52,0
05/28/2016,19.56,10.73,26.4,50.94,0.24,114.88,2.41,0
05/29/2016,19.75,11.45,27.26,44.75,0.24,107.62,2.77,0
05/30/2016,19.89,10.3,27.99,43.38,0.23,93.56,1.84,0
05/31/2016,19.64,10.37,28.13,42.88,0.23,94.62,2.07,0
06/01/2016,19.77,10.87,28.01,40.19,0.23,107.5,1.95,0
06/02/2016,19.48,9.63,28.07,36.5,0.23,113.44,2.1,0
06/03/2016,19.31,10.73,28.65,45.56,0.22,102.44,1.93,0
06/04/2016,19.04,11.15,29.41,47.44,0.22,90.62,1.68,0
06/05/2016,19.01,11.63,29.98,46,0.22,76.75,1.91,0
06/06/2016,17.54,12.52,28.57,54.25,0.21,85,3.3,0
06/07/2016,16.71,13.69,27.62,57.06,0.22,78.94,3.41,0
06/08/2016,18.67,11.71,27.77,53.88,0.22,80.56,2.46,0
06/09/2016,19.01,10.69,28.13,45.12,0.21,85.75,2.14,0
06/10/2016,18.96,9.23,27.9,37.81,0.21,90.25,1.58,0
06/11/2016,19.28,9.85,28.73,34.94,0.2,107.5,1.57,0
06/12/2016,19.15,9.87,27.24,34.44,0.2,92.31,3.62,0
06/13/2016,18.68,10.65,26.29,52.69,0.2,73.31,3.11,0
06/14/2016,18.87,9.68,26.73,53,0.2,72.25,2.16,0
06/15/2016,18.87,9.5,28.63,41.5,0.2,85.06,1.97,0
06/16/2016,19.14,10.68,29.26,35.5,0.2,104,1.46,0
06/17/2016,19.08,10.51,30.15,28.5,0.2,101.81,2.03,0
06/18/2016,18.93,10.2,29.17,35.25,0.2,52.81,1.82,0
06/19/2016,18.86,10.34,28.9,40.56,0.2,77,1.74,0
06/20/2016,18.91,9.9,28.87,32.5,0.2,72.31,1.55,0
06/21/2016,19.32,9.94,28.8,30.31,0.19,91.81,1.86,0
06/22/2016,19.11,9.82,27.84,30.25,0.19,93.69,2.67,0
06/23/2016,16.99,11.19,24.58,49.81,0.19,104.25,3.45,0
06/24/2016,14.59,12.28,23.62,53.31,0.19,103.69,3.48,0
06/25/2016,16.52,8.98,24.61,49.56,0.19,97.69,2.72,0
06/26/2016,18.92,9.21,26.31,45.88,0.19,94.31,2.23,0
06/27/2016,18.79,9.94,27.09,45.12,0.19,99.06,1.61,0
06/28/2016,19.01,10.15,28.13,45.25,0.19,110.75,1.56,0
06/29/2016,18.84,10.64,29.63,38.88,0.19,88.44,1.85,0
06/30/2016,18.79,11.56,30.09,42.19,0.18,71.56,1.86,0
07/01/2016,17.67,11.99,30.26,41.5,0.18,124.44,1.53,0
07/02/2016,18.05,13.46,30.31,32.88,0.18,141.5,2.27,0
07/03/2016,18.48,12.48,27.65,42.5,0.18,99.06,3.83,0
07/04/2016,18.54,10.77,26.98,50.44,0.18,93.94,2.98,0
07/05/2016,19.06,10.22,26.86,51.31,0.18,87,2.09,0
07/06/2016,19.28,9.9,27.32,42.69,0.18,126.75,1.7,0
07/07/2016,19.69,9.04,27.83,27.88,0.18,119.44,2.36,0
07/08/2016,19.27,9.65,26.15,43.19,0.18,100.44,3.27,0
07/09/2016,18.97,10.01,25.43,43.75,0.18,104.31,3.31,0
07/10/2016,18.97,9.62,24.44,43.12,0.18,94.44,3.77,0
07/11/2016,17.78,9,23.59,51.69,0.18,93.5,3.49,0
07/12/2016,18.06,8.05,24.08,49.19,0.18,92.75,2.95,0
07/13/2016,13.14,8.7,24.27,51.94,0.18,91.5,2.62,0
07/14/2016,16.05,8.91,24.62,53.19,0.18,76,2.88,0
07/15/2016,19.2,9.53,26.24,47.75,0.18,98.69,2.08,0
07/16/2016,19.51,9.68,26.77,42.44,0.17,106.19,2.03,0
07/17/2016,19.59,9.51,26.87,41.5,0.17,103.81,2.38,0
07/18/2016,19.55,10.51,26.18,45.81,0.17,110.75,3.17,0
07/19/2016,19.8,9.59,25.39,37,0.17,118.81,3.15,0
07/20/2016,20.09,7.64,26.53,32,0.17,113.88,2.5,0
07/21/2016,20.14,8.87,27.91,34.81,0.17,91.19,1.94,0
07/22/2016,20.37,9.11,28.83,23.81,0.16,105.81,1.38,0
07/23/2016,20.88,11.59,29.85,16.5,0.16,107.62,1.13,0
07/24/2016,20.03,8.84,30.18,23.88,0.16,26.56,2.12,0
07/25/2016,18,10.05,30.79,20.38,0.16,204.81,2.1,0
07/26/2016,17.49,13.12,30.82,20.44,0.16,262.19,1.37,0
07/27/2016,18,12.02,31.11,19.94,0.16,192.19,1.55,0
07/28/2016,19.4,10.39,31.23,17.94,0.16,171.38,1.85,0
07/29/2016,19.66,10.9,31.95,13.62,0.16,154.19,2.04,0
07/30/2016,20.82,10.4,32.07,9.94,0.16,125.75,2.25,0
07/31/2016,20.37,10.48,32.64,14.56,0.15,131.94,1.48,0
08/01/2016,19.12,11.69,32.59,35.94,0.15,124.25,2.02,0
08/02/2016,21.61,11.32,31.6,17.38,0.15,153.88,2.87,0
08/03/2016,21.83,8.78,31.66,21.69,0.15,146.56,2.08,0
08/04/2016,21.44,9.41,29.48,23.69,0.15,147.06,2.98,0
08/05/2016,21.36,8.74,30.4,24.25,0.15,113.88,3.03,0
08/06/2016,21.7,10.16,29.56,34.94,0.15,90.31,2.95,0
08/07/2016,22.05,9.22,29.66,29.88,0.15,71.88,2.55,0
08/08/2016,22.3,9.09,29.92,25.88,0.15,80.38,2.34,0
08/09/2016,21.29,10.94,30.08,35.31,0.15,84.5,2.95,0
08/10/2016,18.04,14.15,28.37,48,0.15,92.5,3.52,0
08/11/2016,17.47,12.9,29.82,42,0.15,84.62,3,0
08/12/2016,21.91,13.58,30.99,28.62,0.15,92.38,2.31,0
08/13/2016,21.96,11.46,31.08,25.06,0.15,77.12,1.77,0
08/14/2016,21.98,12.78,32.49,23.38,0.14,96.12,2.31,0
08/15/2016,22.37,12.86,33.13,25.19,0.14,83.56,2.69,0
08/16/2016,21.42,13.73,32.26,30.94,0.14,84.44,3.61,0
08/17/2016,20.15,14.83,30.22,43.69,0.14,80.19,3.89,0
08/18/2016,21.97,13.9,30.35,41,0.14,80.62,3.03,0
08/19/2016,21.27,14.47,31.91,35.56,0.14,99.69,1.91,0
08/20/2016,22.51,15.25,33.26,32.56,0.14,109.38,1.8,0
08/21/2016,22.41,15.81,34.45,26.94,0.14,106.88,1.56,0
08/22/2016,22.43,16.91,35.81,20.06,0.13,116.38,2.07,0
08/23/2016,23.28,15.65,35.36,18,0.13,118.19,4.25,0
08/24/2016,22.54,15.77,32.13,38.75,0.13,98.56,4.52,0
08/25/2016,23.23,13.42,31.24,37.44,0.13,78.56,3.07,0
08/26/2016,24.05,12.16,31.88,27.31,0.13,80.12,3.05,0
08/27/2016,23.6,12.23,31.19,23.19,0.13,84,3.52,0
08/28/2016,22.69,12.11,31.13,26.25,0.13,81.75,3.92,0
08/29/2016,24.07,12.51,31.88,34.25,0.13,73.75,3.8,0
08/30/2016,23.67,13.88,32.71,34.81,0.13,74.56,3.37,0
08/31/2016,23.26,13.11,32.69,28,0.13,68.31,3.14,0
09/01/2016,23.84,14.46,32.14,29,0.13,75.06,3.5,0
09/02/2016,23.14,13.98,31.93,34.44,0.12,80.88,2.84,0
09/03/2016,23.41,14.2,32.68,31,0.12,83.94,2.98,0
09/04/2016,23.75,13.9,33.1,28.25,0.12,76.81,2.42,0
09/05/2016,23.45,14.99,33.91,29.62,0.12,79.44,2.34,0
09/06/2016,23.7,15.94,35.32,24.38,0.12,79.56,2.02,0
09/07/2016,24.29,15.83,36.58,22.19,0.12,77.88,2.34,0
09/08/2016,23.94,16.1,36.75,25.44,0.12,59.56,2.55,0
09/09/2016,23.61,16.99,37.42,25.38,0.12,73.44,2.95,0
09/10/2016,23.85,18.23,37.31,22.25,0.12,71.12,3.96,0
09/11/2016,22.65,17.84,35.04,24.25,0.12,64.25,4.73,0
09/12/2016,22.92,18.19,35.76,30.31,0.12,70.56,2.9,0
09/13/2016,24.31,17.61,36.48,27.31,0.12,74.94,3.15,0
09/14/2016,24.75,17.2,35.73,25.25,0.12,57.44,3.7,0
09/15/2016,23.64,17.95,35.97,27.44,0.12,50.69,3.32,0
09/16/2016,23.06,17.06,37.73,26.06,0.12,32.81,2.63,0
09/17/2016,21.06,18.24,37.58,20.56,0.11,164.81,2.75,0
09/18/2016,17.78,18.79,35.76,16.12,0.11,168.44,4.1,0
09/19/2016,21.96,18.59,35.96,27.38,0.11,100.88,3.77,0
09/20/2016,24.17,19.4,35.83,30.94,0.11,88.62,3.72,0
09/21/2016,25.62,17.58,35.69,31.56,0.11,81,2.67,0
09/22/2016,26.21,17.58,36.33,22.81,0.11,69.56,2.29,0
09/23/2016,25.93,18.15,37.9,20.19,0.11,79.94,2.48,0
09/24/2016,25.64,18.61,38.66,18.62,0.11,70.88,2.46,0
09/25/2016,21.21,19.56,38.58,19.81,0.1,67.31,3.09,0
09/26/2016,23.91,19.86,37.31,20.31,0.1,52.88,4.58,0
09/27/2016,24.58,18.95,37.01,21.62,0.1,48.81,3.52,0
09/28/2016,22.05,19.26,37.82,23.88,0.1,79.31,2.77,0
09/29/2016,23.95,21.33,38.87,22,0.1,107.94,2.6,0
09/30/2016,22.19,20.94,38.49,23.38,0.1,69.56,3.3,0
10/01/2016,23.39,21.68,38.58,22.81,0.1,40.81,2.8,0
10/02/2016,20.75,20.79,38.92,23.94,0.1,99.38,1.98,2.852301836
10/03/2016,20.01,22.62,32.11,41.06,0.12,99.69,2.69,0
10/04/2016,25.4,20.86,35.55,37,0.12,107.44,3.7,0
10/05/2016,27.55,18.01,35.64,26.38,0.11,119.81,2.45,0
10/06/2016,28.09,17.83,37.75,21.31,0.11,113.75,1.72,0
10/07/2016,28.44,19.39,40.13,15,0.11,68.5,2.02,0
10/08/2016,24.45,20.66,40.81,14,0.1,74.38,3.47,0
10/09/2016,18.34,23.12,37.28,24.06,0.1,176,3.15,3.110462666
10/10/2016,23.86,22.86,37.18,28.94,0.1,132.12,2.16,0
10/11/2016,22.67,22.3,40.19,24.19,0.1,65.62,3.46,0
10/12/2016,26.76,21.76,40.53,26.25,0.1,71.12,3.63,0
10/13/2016,27.19,22.06,40.38,20.69,0.1,70.62,4.16,0
10/14/2016,27.97,21.49,39.66,23.81,0.1,70.44,4.14,0
10/15/2016,28.25,20.58,39.58,22.69,0.1,64.75,3.99,0
10/16/2016,29.04,19.9,40.08,20.88,0.09,54.38,3.02,0
10/17/2016,27.34,21.39,42.17,17.88,0.09,65.5,3.09,0
10/18/2016,24.41,22.05,41.38,15.56,0.09,67.19,4.5,0
10/19/2016,26.35,22.48,39.62,26.75,0.09,65.25,5.64,0
10/20/2016,27.66,22.36,39.12,28.19,0.09,62.56,4.84,0
10/21/2016,27.41,21.78,39.2,27.06,0.09,52.56,3.82,0
10/22/2016,25.01,22.53,40.55,23.94,0.09,56.12,3.29,0
10/23/2016,15.48,24.08,40.51,22.75,0.09,61.94,3.41,0
10/24/2016,21.6,23.55,40.25,23.56,0.09,83.44,2.52,0
10/25/2016,24.73,25.44,41.89,19.19,0.09,98.75,2.92,0
10/26/2016,25.09,25.79,38.74,24.06,0.09,91.19,3.74,2.480895281
10/27/2016,24.08,24.29,40.57,25.19,0.09,84.62,4.13,0
10/28/2016,27.93,22.59,40.36,23.31,0.09,79.25,3.61,0
10/29/2016,27.74,22.05,40.62,21.88,0.09,70.94,2.97,0
10/30/2016,29.32,23.21,42.12,17.25,0.09,91.19,2.62,0
10/31/2016,29.03,22.67,42.44,18.44,0.09,65.88,3.42,0
11/01/2016,24.85,24.42,41.02,20.62,0.09,82.69,2.59,0
11/02/2016,23.25,25.03,40.32,25.12,0.09,77.19,4.32,0
11/03/2016,20.22,24.43,38.8,26.88,0.09,69.06,3.62,0
11/04/2016,19.99,24.79,39.32,26.56,0.09,69.44,3.16,0
11/05/2016,24.18,24.12,38.4,30.69,0.09,65,2.77,0
11/06/2016,27.23,23.26,40.72,25.06,0.09,59,3.01,0
11/07/2016,24.57,23.1,38.67,25.19,0.09,71.62,2.85,0
11/08/2016,25.15,23.89,39.87,26,0.09,85,3.17,0
11/09/2016,20.31,24.47,38.8,26,0.09,77.75,2.78,0
11/10/2016,14.39,25.03,36.83,31.44,0.09,127.31,2.81,0
11/11/2016,16.8,23.33,33.16,42.75,0.16,59.25,3.87,2.080973387
11/12/2016,26.22,22.92,37.12,38.44,0.17,37.44,3.46,2.080973387
11/13/2016,23.67,22.42,40.48,33.56,0.16,33.62,2.57,8.323893547
11/14/2016,15.41,25.08,36.37,37.88,0.16,122.88,2.87,0
11/15/2016,24.56,21.94,33.37,45.44,0.16,91.25,4.11,0
11/16/2016,27.14,20.51,37.62,39.31,0.16,79.81,3.45,0
11/17/2016,26.53,22.51,38.99,31.06,0.16,82.69,2.76,0
11/18/2016,27.03,25,40.44,23.5,0.16,73.38,3.2,0
11/19/2016,21.36,23.48,39.78,29.56,0.15,59.75,3.66,0
11/20/2016,11.18,23.76,37.05,41.5,0.24,76.5,3.89,7.347857475
11/21/2016,23.65,22.08,35.12,42.44,0.28,70.69,3.4,13.11700916
11/22/2016,17.04,23.83,33.27,47.81,0.29,82.25,2.45,0
11/23/2016,13.07,23.08,29.31,61.31,0.34,151.5,1.99,8.744672775
11/24/2016,15.97,21.57,31.17,60.25,0.37,163.38,1.33,17.48934555
11/25/2016,13.31,21.02,26.67,74.25,0.46,116.75,2.04,13.11700916
11/26/2016,22.15,19.67,31.14,66,0.53,108.38,2,3.438562632
11/27/2016,27.55,18.4,33.6,56.94,0.44,98.19,3.17,0
11/28/2016,26.45,18.94,34.06,57.25,0.41,75.75,3.27,0
11/29/2016,24.22,20.4,33.24,56.62,0.4,49.56,2.41,3.438562632
11/30/2016,16.83,21.65,35.16,51.75,0.38,199.94,1.12,10.31568718
12/01/2016,30.28,21.15,39.3,40.62,0.34,161.81,2.03,0
12/02/2016,27.05,21.18,40.51,32.38,0.3,56.31,2.59,3.873106718
12/03/2016,25.46,23.94,39.23,30.75,0.36,82.69,2.25,3.873106718
12/04/2016,22.69,24.51,37.66,36.25,0.3,67.19,2.66,3.873106718
12/05/2016,19.94,22.01,38.69,39.94,0.27,84.38,3.05,1.936553359
12/06/2016,20.1,21.75,34.12,45.31,0.27,89.38,2.89,4.591088772
12/07/2016,27.52,21.08,36.85,40.75,0.27,90.12,3.2,0
12/08/2016,28.9,21.46,38.76,34.12,0.25,73.31,3.33,0
12/09/2016,24.53,22.73,36.82,41.62,0.24,65.5,3.1,0
12/10/2016,27,22.55,36.23,43.88,0.27,72.38,3.21,13.77326679
12/11/2016,17.75,21.68,30.71,65.81,0.44,107.25,2.31,13.90463734
12/12/2016,11.98,20.53,28.7,73.81,0.59,63.62,2.16,18.53951645
12/13/2016,17.76,20.39,29.63,75.94,0.59,171.19,1.56,9.269758224
12/14/2016,17.69,20.94,28.18,79.12,0.65,164.5,1.23,23.17439651
12/15/2016,22.82,20.58,31.29,68.56,0.53,193.25,1.32,9.269758224
12/16/2016,22.47,21.29,28.34,68.19,0.52,158.56,1.28,13.95406532
12/17/2016,14.4,20.64,28.87,76.62,0.59,76.31,1.39,18.60541916
12/18/2016,18.85,20.55,29.51,74.19,0.57,113,2.07,18.60541916
12/19/2016,18.04,20.55,29.13,72.5,0.53,130.75,1.87,0
12/20/2016,28.29,19.9,32.83,66.81,0.5,52.06,2.12,0
12/21/2016,24.24,20.46,32.76,67,0.53,26.69,2.55,4.303291798
12/22/2016,20.79,20.65,30.26,73.56,0.74,173.56,1.66,0
12/23/2016,27.78,21.19,31.87,61.56,0.59,67,1.26,0
12/24/2016,24.85,21.73,31.32,62.56,0.57,164.88,0.98,4.303291798
12/25/2016,18.94,22.56,28.34,73.62,0.59,113.69,0.88,4.303291798
12/26/2016,18.82,21.06,27.8,78.56,0.61,77.88,2.09,7.106834888
12/27/2016,28.49,19.54,31.53,68.06,0.57,67.88,1.92,0
12/28/2016,13.12,20.1,29.98,70.31,0.55,74.31,1.2,35.53417206
12/29/2016,24.15,20.87,27.94,78.62,0.63,86.25,1.33,7.106834888
12/30/2016,26.23,20.03,27.6,78.81,0.61,99.19,1.17,0
12/31/2016,23.37,19.65,31.01,71.62,0.57,83.31,2.46,0
01/01/2017,14.3,20.02,27.83,80.69,0.63,58.88,2.55,19.12672424
01/02/2017,19.16,19.63,27.41,82.94,0.7,88.06,1.62,4.781681061
01/03/2017,18.95,20.37,27.98,82.69,0.74,303.06,1.61,9.563362122
01/04/2017,18.33,20.47,28.13,81.31,0.67,87.38,1.94,0
01/05/2017,21.04,20.23,28.11,82.5,0.69,139.31,2.55,4.781681061
01/06/2017,23.29,19.82,29.1,79.5,0.69,212.19,2.73,2.343863487
01/07/2017,23.94,19.8,27.44,83.94,0.69,305.31,2.05,2.343863487
01/08/2017,22.57,20.41,29.27,79.69,0.68,187.44,1.8,4.687726974
01/09/2017,19.43,20.89,25.3,87.44,0.73,148.19,1.59,9.375453949
01/10/2017,21.42,20.03,26.1,87.5,0.73,80.5,1.95,4.687726974
01/11/2017,23.59,20.73,25.47,89.56,0.77,42.5,1.91,5.88720274
01/12/2017,17.32,20.91,28.53,82.75,0.73,61.19,1.72,17.66160774
01/13/2017,10.75,20.14,26.58,85.44,0.7,252.62,1.8,5.88720274
01/14/2017,23.24,19.91,27.46,83.31,0.71,252.56,1.28,5.88720274
01/15/2017,13.78,20.36,25.8,84.44,0.7,331.25,2.28,5.88720274
01/16/2017,12.98,20.1,24.91,88.94,0.77,245.56,1.94,27.32138062
01/17/2017,14.53,19.78,26.93,84.44,0.75,100.06,1.84,6.830345154
01/18/2017,10.34,16.16,24.1,83.25,0.75,106.62,3.62,0
01/19/2017,16.76,17.25,27.44,83.12,0.73,89.62,1.86,0
01/20/2017,15.89,20.3,25.95,89.38,0.79,59.44,3.05,34.15172577
01/21/2017,7.83,19.78,27.72,86.44,0.78,72.06,4.16,39.05089951
01/22/2017,15.81,20,26.37,89,0.85,72.38,2.64,0
01/23/2017,23.73,18.97,27.58,83.44,0.77,45.19,2.17,7.81017971
01/24/2017,17.85,19.08,28.4,79.25,0.75,115.12,1.59,7.81017971
01/25/2017,20.11,20.42,28.4,76.56,0.75,255.62,0.65,0
01/26/2017,22.84,20.16,27.27,82.69,0.75,247.94,1.05,3.98456645
01/27/2017,20.66,19.96,26.23,84.75,0.75,259.31,1.24,3.98456645
01/28/2017,17.78,19.64,25.32,88.75,0.8,320.5,1.85,7.9691329
01/29/2017,17.6,19.18,25.34,87.38,0.79,260.12,1.01,19.92283249
01/30/2017,19.87,19.29,27.11,85.31,0.77,217.31,1,0
01/31/2017,17.97,19.9,26.84,86.56,0.77,109.31,1.48,15.9382658
02/01/2017,18.66,19.73,27.26,87.31,0.77,57.06,2.49,14.07654572
02/02/2017,19.62,19.15,28.29,82.69,0.76,25.75,1.87,14.07654572
02/03/2017,19.26,19.62,26.1,85.38,0.75,137,1.29,14.07654572
02/04/2017,19.44,19.73,26.22,88.69,0.77,46.38,1.7,14.07654572
02/05/2017,25.34,19.85,27.76,83.31,0.74,38.12,1.65,7.038272858
02/06/2017,18.75,20.57,26.03,89.19,0.76,159.5,0.84,0
02/07/2017,20.91,19.69,27.34,82.31,0.75,236.62,1.69,10.31670475
02/08/2017,25.81,20.4,28.36,81.62,0.74,96,1.17,0
02/09/2017,26.85,20.31,30.21,79,0.73,103.88,1.91,0
02/10/2017,26.78,19.58,29.5,80.44,0.71,100.62,2.41,0
02/11/2017,26.83,19.14,29.45,79.81,0.7,89.19,1.87,2.745916843
02/12/2017,27.88,19.07,29.96,78,0.7,72,1.48,0
02/13/2017,25.11,20.49,27.65,77.69,0.7,141.06,0.97,2.745916843
02/14/2017,23.28,20.49,29.19,73.75,0.7,131.38,0.76,8.237751007
02/15/2017,23.53,19.54,29.62,80.44,0.7,87.06,1.05,2.745916843
02/16/2017,13.75,21.23,25.94,89.94,0.73,179.56,1.82,7.376318455
02/17/2017,19.34,20.01,25.59,87.38,0.77,260.75,1.88,0
02/18/2017,9.61,20.3,26.09,89,0.78,205.06,2.34,44.25791168
02/19/2017,16.47,19.43,25.54,83.69,0.73,122.81,1.59,7.376318455
02/20/2017,18.45,18.23,27.37,82.44,0.74,170.5,1.36,22.12895584
02/21/2017,16.51,19.26,26.49,86.06,0.74,268.81,1.15,34.18325424
02/22/2017,20.4,19.75,27.03,85.88,0.73,292.44,1.71,6.836650848
02/23/2017,19.01,19.58,24.76,90.56,0.84,264.31,1.04,13.6733017
02/24/2017,14.85,19.33,25.04,87.38,0.78,156.62,0.86,6.836650848
02/25/2017,23.12,19.43,26.44,87.62,0.85,64.25,1.13,13.6733017
02/26/2017,13.28,20.44,26.98,87.69,0.8,65.62,1.9,14.94934368
02/27/2017,21.09,19.31,26.33,87.19,0.8,43.94,2.28,0
02/28/2017,22.11,18.77,27.66,82.81,0.77,56.12,1.83,14.94934368
03/01/2017,21.62,18.8,26.13,85.88,0.78,56.25,1.33,7.213307858
03/02/2017,23.83,20.04,24.62,92.69,0.8,165.56,0.67,7.213307858
03/03/2017,21.07,18.81,27.37,84.81,0.78,187.06,1.03,0
03/04/2017,18.65,19.27,27.33,85.12,0.78,157.75,1.14,0
03/05/2017,22.41,19.65,26.08,89.69,0.82,196.94,1.01,7.213307858
03/06/2017,20.02,19.8,25.48,91.12,0.79,178,1.6,19.69911194
03/07/2017,15.23,19.19,26.26,90.88,0.82,73.88,2.38,19.69911194
03/08/2017,15.63,19.9,23.68,92.94,0.86,98.5,2.23,13.13274097
03/09/2017,12.42,18.65,26.46,84.62,0.83,116.81,1.28,6.566370487
03/10/2017,17.63,17.08,24.6,86.94,0.82,111.94,3.2,0
03/11/2017,12.66,15.89,24.04,85.56,0.8,111.06,3.4,0
03/12/2017,16.77,16.1,25.77,86.75,0.79,83.31,2.09,0
03/13/2017,20.78,18.25,27.17,83.75,0.78,106.81,2.13,0
03/14/2017,26.43,16.56,27.73,81.38,0.77,106.88,2.17,0
03/15/2017,26.02,14.08,27.98,75.69,0.77,101.69,1.12,0
03/16/2017,26.44,17.49,28.26,73,0.76,107.75,1.42,0
03/17/2017,26.26,14.8,28.27,79.5,0.75,77.88,2.1,0
03/18/2017,24.97,15.63,27.43,82.94,0.74,98.62,2.12,0
03/19/2017,24.91,15.8,27.71,82.19,0.73,103.94,2.38,0
03/20/2017,18.02,17.81,26.01,83.19,0.73,114.56,3.04,0
03/21/2017,24.89,17.09,27.12,84.38,0.73,118,2.67,0
03/22/2017,19.38,18.64,26.86,84.25,0.73,107.19,2.88,2.912927866
03/23/2017,20.8,18.67,27.38,81.19,0.73,107.56,1.48,0
03/24/2017,21.24,18.4,27.74,77.94,0.73,130.44,1.11,5.825855732
03/25/2017,23.1,18.96,29.13,71.75,0.72,164,1.32,0
03/26/2017,19.55,18.59,27.79,77.06,0.7,102.25,2.05,3.38826251
03/27/2017,22.19,17.83,27.23,80.75,0.7,99.31,2.06,0
03/28/2017,24.92,15.81,28.07,78.44,0.68,92.06,1.91,0
03/29/2017,25.53,15.56,28.25,76.12,0.67,92.25,2.39,0
03/30/2017,24.35,14.57,26.89,74.5,0.66,92.69,2.97,0
03/31/2017,25.77,12.39,27.7,69.44,0.65,89.88,1.62,0
04/01/2017,25.73,13.96,28.35,69.19,0.64,89.25,1.43,0
04/02/2017,25.04,14.01,28.93,69.69,0.62,93,1.66,0
04/03/2017,25.76,12.9,28.65,71.5,0.62,92.81,1.83,0
04/04/2017,25.21,13.18,28.94,72.19,0.61,74.06,2,0
04/05/2017,22.61,15.05,28.39,78.62,0.6,75.06,1.91,0
04/06/2017,23.61,18.33,29.12,75.94,0.59,72.62,2.23,0
04/07/2017,22.58,16.84,29.15,77.62,0.59,73.12,2.23,0
04/08/2017,23.44,17.15,29.72,72.25,0.59,72.88,2.45,0
04/09/2017,24.02,15.39,29.47,73.25,0.57,79.94,1.98,0
04/10/2017,23.45,16.65,29.9,72.06,0.56,78.88,1.53,0
04/11/2017,24.29,16.12,30.4,67.88,0.55,64.62,1.73,0
04/12/2017,23.93,15.62,30.4,70.12,0.54,45.69,2.23,0
04/13/2017,19.72,15.93,30.37,69.56,0.54,25.75,1.75,13.45448875
04/14/2017,15.77,17.84,30.39,69.62,0.55,51.25,1.43,0
04/15/2017,22,18.65,29.8,70.38,0.55,94.56,1.32,0
04/16/2017,19.76,17.45,29.12,74.06,0.55,101,2.31,0
04/17/2017,18.59,16.06,28.33,73.38,0.55,119.06,1.91,0
04/18/2017,21.92,15.76,29.14,69.5,0.53,89,1.22,0
04/19/2017,21.84,16.18,29.64,68.25,0.52,90,1.57,0
04/20/2017,18.65,15.25,29.8,66.06,0.51,85.56,1.89,0
04/21/2017,15.59,17.69,27.91,70.19,0.52,83.19,2.02,0
04/22/2017,10.95,16.88,28.11,71.25,0.52,67.44,2.73,15.90355778
04/23/2017,9.71,16.08,28.49,71.06,0.51,49.31,2.67,0
04/24/2017,13.07,16.73,27.63,73.69,0.51,99.38,2.08,0
04/25/2017,17.31,17.65,26.42,75.06,0.51,111.88,2.48,0
04/26/2017,15.7,16.31,28.01,69.06,0.5,84.19,2.2,0
04/27/2017,18.84,15.73,28.05,67.5,0.49,87.62,2.01,0
04/28/2017,15.18,15.58,27.76,71.31,0.49,92.19,2.73,0
04/29/2017,20.09,14.04,27.38,63.69,0.48,107.25,2.58,0
04/30/2017,20.33,12.99,27.9,61.56,0.48,97.06,2.31,0
05/01/2017,20.52,12.6,28.51,61.19,0.47,91,2.23,0
